<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.01.28	2741.76	2765.01	2734.83	2762.64	187540	0	4
2025.01.29	2762.69	2766.31	2744.91	2760.33	206578	0	4
2025.01.30	2760.27	2798.59	2758.89	2796.44	224794	0	4
2025.01.31	2796.51	2817.23	2791.11	2797.98	236323	0	4
2025.02.02	2801.66	2804.29	2784.21	2794.08	5836	0	4
2025.02.03	2795.32	2831.08	2772.19	2813.67	264620	0	4
2025.02.04	2813.92	2845.38	2807.07	2841.45	251582	0	4
2025.02.05	2841.43	2882.31	2839.75	2869.44	226632	0	4
2025.02.06	2869.42	2873.31	2834.32	2858.18	226835	0	4
2025.02.07	2858.17	2886.83	2852.60	2860.96	215102	0	4
2025.02.09	2861.32	2870.39	2860.17	2867.75	3413	0	4
2025.02.10	2867.80	2921.51	2865.94	2917.93	211185	0	4
2025.02.11	2917.86	2942.86	2881.74	2898.66	252907	0	4
2025.02.12	2898.69	2909.09	2863.95	2905.84	207665	0	4
2025.02.13	2905.79	2932.30	2901.47	2931.19	188797	0	4
2025.02.14	2931.16	2940.00	2877.09	2882.66	224482	0	4
2025.02.16	2893.60	2893.79	2878.68	2879.36	7193	0	4
2025.02.17	2879.63	2906.47	2879.57	2899.32	137298	0	4
2025.02.18	2899.37	2936.94	2892.07	2934.04	149502	0	4
2025.02.19	2934.02	2946.97	2918.67	2935.45	209868	0	4
2025.02.20	2935.42	2954.89	2924.14	2941.61	195956	0	4
2025.02.21	2941.63	2949.80	2916.79	2936.23	206199	0	4
2025.02.23	2939.77	2940.67	2936.54	2936.92	4485	0	4
2025.02.24	2936.93	2956.25	2921.32	2950.08	233211	0	4
2025.02.25	2950.14	2952.53	2888.30	2918.59	274855	0	4
2025.02.26	2918.56	2930.11	2890.84	2919.31	201729	0	4
2025.02.27	2919.33	2919.33	2867.87	2875.91	285959	0	4
2025.02.28	2875.90	2885.20	2832.71	2857.72	250794	0	4
2025.03.02	2873.15	2876.96	2864.46	2870.99	8707	0	4
2025.03.03	2871.03	2895.20	2858.99	2890.90	243991	0	4
2025.03.04	2890.86	2927.86	2881.85	2914.33	258963	0	4
2025.03.05	2914.34	2929.95	2894.30	2918.28	262484	0	4
2025.03.06	2918.27	2926.71	2891.31	2910.41	256630	0	4
2025.03.07	2910.39	2930.28	2896.67	2911.15	257342	0	4
2025.03.09	2911.69	2917.03	2909.88	2916.32	7636	0	4
2025.03.10	2916.38	2918.43	2880.29	2884.84	257723	0	4
2025.03.11	2884.85	2922.21	2880.20	2915.53	210072	0	4
2025.03.12	2915.56	2940.55	2906.14	2938.20	221973	0	4
2025.03.13	2938.24	2990.00	2933.02	2986.40	238034	0	4
2025.03.14	2986.39	3005.01	2978.54	2986.26	230050	0	4
2025.03.16	2985.04	2994.31	2983.01	2989.96	6976	0	4
2025.03.17	2989.95	3002.85	2982.36	2999.86	174690	0	4
2025.03.18	2999.83	3038.29	2999.46	3031.79	229600	0	4
2025.03.19	3031.75	3051.94	3022.81	3050.08	191794	0	4
2025.03.20	3050.09	3057.44	3025.79	3046.56	196965	0	4
2025.03.21	3046.55	3047.58	2999.47	3023.30	193123	0	4
2025.03.23	3021.14	3026.45	3020.69	3024.80	5813	0	4
2025.03.24	3024.67	3033.33	3002.51	3009.92	212351	0	4
2025.03.25	3010.08	3036.04	3007.39	3021.03	161600	0	4
2025.03.26	3021.04	3032.06	3012.34	3021.74	175583	0	4
2025.03.27	3021.70	3059.64	3021.66	3055.77	241168	0	4
2025.03.28	3055.74	3086.87	3055.05	3084.69	233151	0	4
2025.03.30	3092.51	3097.60	3088.67	3090.04	3450	0	4
2025.03.31	3090.02	3128.11	3076.77	3122.89	160118	0	4
2025.04.01	3122.90	3149.01	3100.95	3111.39	160417	0	4
2025.04.02	3111.47	3147.57	3108.59	3145.93	227999	0	4
2025.04.03	3146.01	3167.86	3054.14	3115.37	386411	0	4
2025.04.04	3115.38	3136.76	3015.75	3036.65	358303	0	4
2025.04.06	3028.90	3028.90	3000.19	3009.71	6325	0	4
2025.04.07	3009.68	3055.67	2956.67	2986.69	439459	0	4
2025.04.08	2986.68	3022.67	2974.79	2981.85	316394	0	4
2025.04.09	2982.05	3099.66	2970.05	3080.19	420314	0	4
2025.04.10	3080.37	3190.07	3078.57	3189.11	269098	0	4
2025.04.11	3189.15	3245.43	3183.19	3237.38	275188	0	4
2025.04.13	3218.28	3224.55	3217.28	3223.94	7018	0	4
2025.04.14	3223.89	3245.72	3193.70	3212.66	300772	0	4
2025.04.15	3212.66	3251.92	3210.13	3251.90	254918	0	4
2025.04.16	3251.92	3352.71	3251.68	3350.08	308353	0	4
2025.04.17	3350.05	3356.28	3284.00	3327.31	332353	0	4
2025.04.20	3349.08	3351.87	3343.97	3348.16	8684	0	4
2025.04.21	3348.15	3444.47	3347.56	3434.62	374769	0	4
2025.04.22	3434.57	3500.14	3332.13	3336.75	479074	0	4
2025.04.23	3336.71	3386.67	3260.19	3316.45	440768	0	4
2025.04.24	3316.43	3367.48	3306.70	3348.89	373143	0	4
2025.04.25	3348.91	3363.17	3265.25	3319.04	325997	0	4
2025.04.27	3312.28	3318.12	3298.62	3302.74	10237	0	4
2025.04.28	3302.79	3353.00	3268.10	3337.76	347592	0	4
2025.04.29	3337.82	3340.13	3299.80	3317.08	276649	0	4
2025.04.30	3317.09	3328.05	3266.95	3272.99	314174	0	4
2025.05.01	3273.07	3276.35	3201.99	3237.39	306008	0	4
2025.05.02	3237.46	3269.33	3222.90	3241.29	347256	0	4
2025.05.04	3241.61	3252.43	3238.92	3248.09	7700	0	4
2025.05.05	3248.12	3337.65	3241.28	3334.16	292869	0	4
2025.05.06	3334.15	3434.98	3323.39	3400.81	360536	0	4
2025.05.07	3400.80	3401.59	3360.30	3376.44	342579	0	4
2025.05.08	3376.50	3414.83	3288.83	3316.50	370038	0	4
2025.05.09	3316.54	3347.47	3274.74	3326.64	304516	0	4
2025.05.11	3267.34	3289.03	3266.03	3287.73	11693	0	4
2025.05.12	3287.70	3290.17	3207.83	3236.92	352047	0	4
2025.05.13	3236.85	3265.57	3215.91	3254.50	229062	0	4
2025.05.14	3254.49	3254.73	3168.04	3186.15	254737	0	4
2025.05.15	3186.09	3248.20	3120.87	3237.18	257588	0	4
2025.05.16	3237.19	3244.65	3154.32	3202.39	226279	0	4
2025.05.18	3240.60	3245.20	3226.67	3234.94	7407	0	4
2025.05.19	3234.92	3249.83	3206.76	3222.55	212599	0	4
2025.05.20	3222.56	3295.75	3204.63	3290.68	225942	0	4
2025.05.21	3290.69	3324.88	3285.46	3320.15	242009	0	4
2025.05.22	3320.12	3345.46	3279.38	3300.14	259160	0	4
2025.05.23	3300.16	3365.94	3287.14	3356.33	235176	0	4
2025.05.25	3349.90	3350.73	3341.44	3342.68	3878	0	4
2025.05.26	3342.67	3356.79	3323.43	3346.22	126856	0	4
2025.05.27	3346.25	3350.03	3285.38	3309.47	217315	0	4
2025.05.28	3309.54	3325.49	3250.14	3259.87	199087	0	4
2025.05.29	3259.90	3331.06	3245.51	3315.60	223887	0	4
2025.05.30	3315.62	3322.71	3271.67	3289.64	207247	0	4
2025.06.01	3315.06	3315.24	3309.32	3310.23	4149	0	4
2025.06.02	3310.18	3392.15	3301.53	3387.47	217396	0	4
2025.06.03	3387.46	3388.73	3333.23	3360.00	205843	0	4
2025.06.04	3360.08	3384.68	3343.84	3378.16	204810	0	4
2025.06.05	3378.18	3403.51	3339.60	3361.92	249310	0	4
2025.06.06	3361.91	3375.65	3307.15	3311.60	228965	0	4
2025.06.08	3317.34	3318.57	3313.48	3318.08	3896	0	4
2025.06.09	3316.70	3338.16	3293.70	3326.83	191636	0	4
2025.06.10	3326.88	3349.14	3302.04	3327.97	212288	0	4
2025.06.11	3328.03	3373.00	3319.59	3365.50	226635	0	4
2025.06.12	3365.67	3398.96	3338.70	3395.86	250994	0	4
2025.06.13	3395.78	3446.81	3391.85	3433.70	270376	0	4
2025.06.15	3448.85	3449.35	3439.59	3444.24	5628	0	4
2025.06.16	3444.22	3451.30	3382.96	3402.89	204110	0	4
2025.06.17	3402.94	3403.33	3366.22	3387.37	207481	0	4
2025.06.18	3387.35	3400.02	3362.60	3375.16	203050	0	4
2025.06.19	3375.14	3387.98	3347.56	3368.80	158526	0	4
2025.06.20	3368.81	3374.59	3340.44	3368.65	174940	0	4
2025.06.22	3374.46	3378.43	3371.37	3372.80	5531	0	4
2025.06.23	3372.89	3393.56	3341.70	3344.38	226400	0	4
2025.06.24	3344.22	3357.93	3295.55	3324.22	222440	0	4
2025.06.25	3324.21	3340.09	3312.02	3339.12	170834	0	4
2025.06.26	3339.17	3350.39	3310.02	3318.80	190439	0	4
2025.06.27	3318.76	3322.07	3255.76	3274.55	216662	0	4
2025.06.29	3270.38	3270.85	3262.99	3264.01	4949	0	4
2025.06.30	3263.90	3312.56	3259.47	3312.54	171031	0	4
2025.07.01	3312.52	3357.97	3310.00	3338.17	190302	0	4
2025.07.02	3338.23	3362.37	3327.73	3349.42	181263	0	4
2025.07.03	3349.70	3363.72	3311.70	3330.89	174594	0	4
2025.07.04	3330.85	3345.12	3325.93	3335.21	97396	0	4
2025.07.06	3341.17	3341.75	3332.48	3333.50	4413	0	4
2025.07.07	3333.49	3345.85	3296.48	3339.84	206029	0	4
2025.07.08	3339.86	3340.12	3287.22	3301.68	205051	0	4
2025.07.09	3301.62	3321.16	3282.73	3319.61	185422	0	4
2025.07.10	3319.59	3330.49	3310.14	3323.33	158419	0	4
2025.07.11	3323.31	3368.82	3323.05	3357.27	216914	0	4
2025.07.13	3361.23	3371.19	3359.78	3369.41	6606	0	4
2025.07.14	3369.49	3375.01	3341.05	3345.69	214546	0	4
2025.07.15	3345.51	3366.37	3320.25	3326.65	181782	0	4
2025.07.16	3326.75	3377.48	3319.70	3349.64	200805	0	4
2025.07.17	3349.66	3350.25	3309.89	3343.34	178842	0	4
2025.07.18	3343.33	3361.33	3331.88	3350.38	149564	0	4
2025.07.20	3348.64	3350.06	3345.10	3347.88	2632	0	4
2025.07.21	3347.84	3401.49	3345.53	3399.43	187287	0	4
2025.07.22	3399.54	3433.57	3383.33	3427.98	195013	0	4
2025.07.23	3427.99	3439.00	3381.68	3386.89	214669	0	4
2025.07.24	3386.93	3393.34	3351.45	3368.79	182439	0	4
2025.07.25	3368.68	3373.54	3325.13	3336.19	170530	0	4
2025.07.27	3328.92	3335.41	3323.89	3329.72	5910	0	4
2025.07.28	3329.70	3345.43	3301.86	3314.83	175357	0	4
2025.07.29	3314.75	3334.21	3308.05	3327.80	173083	0	4
2025.07.30	3327.93	3334.06	3268.11	3279.01	189906	0	4
2025.07.31	3279.05	3314.88	3277.93	3295.01	198650	0	4
2025.08.01	3295.02	3363.64	3281.67	3363.50	214001	0	4
2025.08.03	3364.24	3364.43	3357.76	3359.22	4361	0	4
2025.08.04	3359.25	3385.44	3345.08	3374.81	168686	0	4
2025.08.05	3374.84	3390.46	3349.94	3379.72	160737	0	4
2025.08.06	3379.64	3385.39	3358.21	3372.03	153828	0	4
2025.08.07	3371.99	3408.81	3365.15	3404.37	179646	0	4
2025.08.08	3404.25	3407.15	3377.34	3397.04	227885	0	0
2025.08.10	3400.65	3401.75	3390.51	3395.29	3928	0	4
2025.08.11	3395.30	3396.93	3341.34	3347.20	277431	0	4
2025.08.12	3347.18	3359.35	3331.17	3350.60	243491	0	4
2025.08.13	3350.59	3370.79	3342.78	3357.59	173149	0	4
2025.08.14	3357.57	3374.79	3329.89	3333.43	227635	0	4
2025.08.15	3333.46	3348.75	3332.31	3335.99	173406	0	4
2025.08.17	3334.59	3335.35	3333.04	3334.41	2830	0	4
2025.08.18	3334.43	3358.52	3323.60	3334.44	158629	0	4
2025.08.19	3334.45	3345.33	3315.01	3316.93	147664	0	4
2025.08.20	3316.91	3352.14	3311.61	3349.70	148472	0	4
2025.08.21	3349.69	3349.69	3325.07	3338.97	150677	0	4
2025.08.22	3338.99	3378.85	3321.49	3371.88	175025	0	4
2025.08.24	3368.78	3370.19	3365.97	3367.32	2553	0	4
2025.08.25	3367.33	3376.32	3359.88	3364.25	133052	0	4
2025.08.26	3364.26	3393.63	3351.31	3391.18	230662	0	4
2025.08.27	3391.24	3398.92	3373.83	3395.84	201419	0	4
2025.08.28	3395.82	3423.27	3384.63	3416.86	250666	0	4
2025.08.29	3416.83	3454.09	3404.35	3448.20	266634	0	4
2025.08.31	3446.05	3452.64	3442.46	3450.41	5006	0	4
2025.09.01	3450.40	3489.88	3437.03	3475.32	295804	0	3
2025.09.02	3475.38	3540.09	3470.17	3529.43	462075	0	3
2025.09.03	3529.49	3578.53	3526.39	3561.85	437743	0	3
2025.09.04	3561.79	3563.49	3511.27	3541.01	400885	0	3
2025.09.05	3541.04	3600.22	3540.96	3587.40	430113	0	3
2025.09.07	3592.47	3597.01	3587.09	3592.21	19629	0	3
2025.09.08	3592.28	3646.47	3579.68	3629.51	396428	0	3
2025.09.09	3629.50	3674.64	3623.03	3635.55	414617	0	3
2025.09.10	3635.54	3657.62	3620.42	3639.85	322253	0	3
2025.09.11	3639.97	3649.15	3614.28	3634.99	218710	0	3
2025.09.12	3634.98	3656.70	3630.56	3643.43	199463	0	3
2025.09.14	3644.71	3646.10	3639.71	3642.16	2988	0	3
2025.09.15	3642.19	3685.69	3626.64	3678.93	218338	0	3
2025.09.16	3678.95	3703.09	3674.82	3691.96	264651	0	3
2025.09.17	3691.98	3707.61	3646.20	3663.06	356095	0	3
2025.09.18	3663.03	3673.05	3627.96	3640.35	339745	0	3
2025.09.19	3640.33	3685.35	3632.33	3684.87	305643	0	3
2025.09.21	3687.89	3692.21	3683.89	3688.50	5921	0	3
2025.09.22	3688.49	3748.95	3685.69	3740.07	321338	0	3
2025.09.23	3740.11	3791.14	3736.79	3765.48	411216	0	3
2025.09.24	3765.42	3779.35	3717.49	3741.12	341132	0	3
2025.09.25	3741.13	3761.53	3722.08	3748.83	369637	0	3
2025.09.26	3748.88	3783.77	3734.51	3761.57	279111	0	3
2025.09.28	3764.99	3771.01	3763.50	3770.53	4866	0	3
2025.09.29	3770.48	3834.12	3764.01	3830.76	298082	0	3
2025.09.30	3830.59	3871.75	3793.24	3860.04	406943	0	3
2025.10.01	3860.05	3895.32	3853.47	3862.15	368173	0	3
2025.10.02	3862.18	3896.90	3819.53	3857.16	358618	0	3
2025.10.03	3857.17	3891.76	3838.04	3886.75	333509	0	3
2025.10.05	3888.60	3903.55	3884.23	3900.88	9379	0	4
2025.10.06	3900.91	3976.27	3898.37	3963.44	478572	0	2
2025.10.07	3963.39	3991.02	3940.97	3989.54	486679	0	2
2025.10.08	3989.52	4059.29	3984.56	4021.33	479319	0	2
2025.10.09	4021.35	4057.98	3944.79	3975.36	592106	0	2
2025.10.10	3975.37	4022.93	3947.01	4019.08	569660	0	2
2025.10.12	4013.05	4045.38	4008.22	4042.43	12772	0	2
2025.10.13	4042.39	4116.98	4024.61	4115.06	415396	0	2
2025.10.14	4114.95	4179.82	4090.64	4158.48	584058	0	2
2025.10.15	4158.49	4218.26	4154.01	4213.40	409892	0	2
2025.10.16	4213.37	4379.60	4203.66	4346.65	470879	0	3
2025.10.17	4346.78	4379.26	4186.95	4247.67	664976	0	2
2025.10.19	4258.83	4268.54	4245.36	4256.13	10482	0	3
2025.10.20	4256.03	4381.77	4219.07	4367.40	494337	0	3
2025.10.21	4367.47	4372.35	4081.59	4123.15	577696	0	2
2025.10.22	4123.23	4161.38	4004.39	4102.18	504279	0	2
2025.10.23	4102.20	4154.81	4066.32	4116.00	326898	0	2
2025.10.24	4116.15	4144.43	4044.68	4113.08	306967	0	2
2025.10.26	4083.85	4109.34	4061.91	4064.57	24018	0	2
2025.10.27	4064.61	4097.76	3971.38	3998.64	340928	0	2
2025.10.28	3998.53	4019.72	3886.68	3964.99	334349	0	2
2025.10.29	3964.98	4030.13	3917.52	3952.91	347006	0	2
2025.10.30	3952.92	4046.28	3915.58	4036.66	376683	0	2
2025.10.31	4036.68	4039.34	3972.37	4003.90	342146	0	2
2025.11.02	3995.44	3999.16	3977.96	3980.56	9045	0	2
2025.11.03	3980.37	4030.46	3962.58	3997.29	314592	0	2
2025.11.04	3997.68	4000.69	3928.72	3934.68	297125	0	2
2025.11.05	3934.73	3990.54	3929.80	3973.81	242425	0	2
2025.11.06	3973.77	4019.64	3964.59	3989.22	265640	0	2
2025.11.07	3989.25	4027.49	3984.14	4001.48	233863	0	2
2025.11.09	4006.44	4012.21	4004.23	4011.91	5547	0	2
2025.11.10	4011.89	4122.81	4011.23	4120.06	259537	0	0
2025.11.11	4120.08	4149.06	4097.18	4142.69	250276	0	2
2025.11.12	4142.62	4211.75	4098.95	4191.19	322272	0	2
2025.11.13	4191.12	4245.19	4145.51	4186.04	355919	0	2
2025.11.14	4186.11	4211.32	4032.24	4085.04	355826	0	2
2025.11.16	4077.87	4106.84	4077.19	4096.44	9855	0	2
2025.11.17	4096.55	4102.03	4006.92	4036.78	326018	0	2
2025.11.18	4036.88	4082.33	3998.01	4076.86	336602	0	2
2025.11.19	4076.84	4132.94	4055.61	4104.61	340509	0	2
2025.11.20	4104.62	4110.21	4038.86	4079.01	372745	0	2
2025.11.21	4079.27	4101.14	4022.46	4065.96	368134	0	2
2025.11.23	4067.53	4077.74	4065.82	4075.19	8056	0	2
2025.11.24	4075.16	4144.24	4040.20	4143.80	265116	0	2
2025.11.25	4143.76	4159.38	4109.66	4133.80	308097	0	2
2025.11.26	4133.81	4173.44	4132.77	4164.70	276808	0	2
2025.11.27	4164.90	4167.19	4142.74	4163.43	183766	0	2
2025.11.28	4163.28	4226.91	4149.26	4220.54	154350	0	2
2025.11.30	4230.26	4230.87	4205.68	4222.40	12819	0	2
2025.12.01	4221.96	4264.63	4215.60	4227.59	371187	0	2
2025.12.02	4227.64	4230.66	4163.93	4212.92	308329	0	2
2025.12.03	4213.03	4241.60	4194.63	4207.30	315957	0	2
2025.12.04	4207.31	4219.53	4175.03	4206.17	316991	0	2
2025.12.05	4206.24	4259.38	4192.08	4198.70	287879	0	2
2025.12.07	4209.23	4209.64	4195.79	4201.31	5743	0	2
2025.12.08	4201.71	4219.05	4176.22	4194.95	281192	0	2
2025.12.09	4194.87	4221.46	4170.15	4210.89	324638	0	2
2025.12.10	4210.86	4238.71	4181.85	4232.54	307309	0	2
2025.12.11	4232.36	4285.93	4204.39	4276.49	321379	0	2
2025.12.12	4276.45	4353.59	4257.64	4301.01	350529	0	2
2025.12.14	4298.86	4308.44	4297.16	4302.43	7006	0	2
2025.12.15	4302.44	4350.28	4285.35	4304.27	310176	0	2
2025.12.16	4304.41	4335.08	4271.75	4307.94	312486	0	2
2025.12.17	4307.85	4349.15	4306.70	4339.28	317862	0	2
2025.12.18	4339.23	4374.62	4308.72	4335.19	322360	0	2
2025.12.19	4335.18	4356.63	4309.37	4339.36	258832	0	2
2025.12.21	4338.46	4356.31	4337.60	4355.28	6580	0	2
2025.12.22	4355.30	4461.70	4355.20	4460.20	256357	0	2
2025.12.23	4460.14	4510.37	4430.62	4503.44	317503	0	2
2025.12.24	4503.35	4525.99	4448.53	4480.53	288446	0	2
2025.12.25	4469.73	4499.95	4458.88	4495.21	11092	0	2
2025.12.26	4495.25	4550.01	4492.36	4531.70	337431	0	2
2025.12.28	4543.18	4549.21	4521.93	4527.27	16074	0	2
2025.12.29	4527.30	4528.12	4303.23	4345.82	394841	0	2
2025.12.30	4345.81	4404.35	4324.66	4339.08	381761	0	2
2025.12.31	4339.07	4373.31	4274.62	4318.27	343480	0	2
2026.01.01	4332.84	4351.42	4328.38	4348.43	5790	0	2
2026.01.02	4348.62	4402.46	4310.08	4331.46	316991	0	2
2026.01.04	4352.57	4375.91	4344.16	4372.68	13057	0	2
2026.01.05	4372.66	4459.81	4370.39	4440.66	354856	0	2
2026.01.06	4440.62	4500.57	4428.03	4493.55	334124	0	2
2026.01.07	4493.51	4495.86	4423.62	4463.55	340220	0	2
2026.01.08	4463.51	4484.20	4407.83	4475.72	360706	0	2
2026.01.09	4475.68	4517.20	4453.03	4508.76	299621	0	2
2026.01.11	4515.29	4545.09	4513.05	4540.23	12272	0	2
2026.01.12	4540.19	4630.23	4536.54	4599.41	335165	0	2
2026.01.13	4599.52	4634.60	4569.32	4597.12	321339	0	2
2026.01.14	4597.10	4642.92	4597.10	4615.34	350710	0	2
2026.01.15	4615.29	4624.64	4581.13	4610.34	351057	0	2
2026.01.16	4610.32	4620.35	4536.81	4596.24	320674	0	2
2026.01.18	4638.53	4690.68	4636.84	4672.51	12636	0	2
2026.01.19	4672.40	4682.06	4653.31	4665.43	193374	0	2
2026.01.20	4665.45	4781.25	4659.55	4775.93	314679	0	2
2026.01.21	4775.91	4888.40	4756.13	4778.51	381938	0	2
2026.01.22	4778.35	4960.60	4772.56	4959.10	342681	0	3
2026.01.23	4959.11	4989.86	4899.96	4988.00	324821	0	3
2026.01.25	5023.35	5040.12	5012.10	5039.90	16043	0	3
2026.01.26	5039.81	5111.10	4990.15	5043.61	463389	0	2
2026.01.27	5043.59	5190.53	5013.76	5172.42	433502	0	2
2026.01.28	5172.41	5598.69	5157.38	5513.27	481059	0	3
2026.01.29	5512.94	5595.45	5104.95	5438.56	531446	0	3
2026.01.30	5438.48	5450.94	4680.24	4891.18	559585	0	2
2026.02.01	4828.28	4834.79	4695.05	4740.72	26647	0	2
2026.02.02	4741.06	4885.24	4402.98	4774.20	556530	0	2
2026.02.03	4774.37	4993.88	4745.52	4947.42	486171	0	2
2026.02.04	4947.40	5091.89	4849.39	5012.31	418359	0	2
2026.02.05	5012.34	5020.52	4703.47	4704.04	500233	0	3
2026.02.06	4704.05	4971.38	4655.50	4966.66	361740	0	2
2026.02.08	4986.66	5047.23	4964.44	5036.01	17780	0	3
2026.02.09	5036.00	5086.56	4969.13	5031.85	366863	0	3
2026.02.10	5031.81	5078.68	4999.00	5041.89	336136	0	3
2026.02.11	5042.01	5119.45	5019.10	5061.29	331485	0	4
2026.02.12	5061.24	5083.78	4878.54	4920.11	334465	0	5
2026.02.13	4920.34	5046.16	4913.94	5041.35	322991	0	5
2026.02.15	5014.62	5031.80	5008.61	5020.21	14218	0	4
2026.02.16	5020.24	5031.21	4965.70	4989.83	158142	0	4
2026.02.17	4989.86	4991.50	4839.93	4859.37	321897	0	2
2026.02.18	4859.36	5010.96	4858.49	4976.07	220681	0	2
2026.02.19	4975.93	5022.36	4960.81	4987.69	207626	0	2
2026.02.20	4987.73	5107.82	4981.82	5104.90	240805	0	2
2026.02.22	5117.13	5171.92	5117.12	5165.47	14821	0	2
2026.02.23	5165.07	5250.71	5122.28	5235.72	277757	0	3
2026.02.24	5235.79	5238.19	5094.21	5146.77	291040	0	3
2026.02.25	5146.75	5217.74	5136.94	5163.27	264956	0	4
2026.02.26	5163.30	5205.60	5130.62	5184.74	265951	0	4
2026.02.27	5184.72	5281.37	5166.98	5278.28	261776	0	4
2026.03.01	5362.19	5393.58	5328.72	5386.91	24301	0	4
2026.03.02	5387.10	5419.21	5260.96	5346.04	397769	0	5
2026.03.03	5346.07	5379.91	4996.21	5125.41	489531	0	5
2026.03.04	5125.40	5206.18	5105.79	5165.34	425065	0	5
2026.03.05	5165.28	5194.98	5051.21	5086.27	400535	0	5
2026.03.06	5086.16	5175.43	5062.92	5173.32	362162	0	5
2026.03.08	5164.94	5171.22	5044.73	5076.06	46013	0	5
2026.03.09	5076.13	5156.10	5014.80	5139.77	392553	0	5
2026.03.10	5139.74	5238.63	5124.74	5197.39	324339	0	5
2026.03.11	5197.40	5223.12	5129.97	5134.38	295968	0	5
2026.03.12	5134.40	5191.77	5055.17	5098.21	299241	0	5
2026.03.13	5098.19	5128.68	5009.79	5019.83	297027	0	4
2026.03.15	5014.99	5030.24	4967.73	4997.70	39891	0	4
2026.03.16	4997.68	5037.89	4970.18	5012.96	331650	0	4
2026.03.17	5012.98	5044.62	4973.85	5002.97	281043	0	4
2026.03.18	5003.06	5016.36	4804.31	4837.00	338611	0	4
2026.03.19	4837.01	4867.15	4502.53	4643.71	479365	0	3
2026.03.20	4643.68	4735.93	4477.44	4497.52	443973	0	4
2026.03.22	4475.14	4535.72	4452.64	4464.75	39909	0	4
2026.03.23	4464.77	4512.71	4098.90	4441.30	610363	0	4
2026.03.24	4441.27	4551.52	4306.02	4546.99	572253	0	4
2026.03.25	4547.00	4602.48	4487.24	4498.37	450803	0	4
2026.03.26	4498.34	4544.31	4351.25	4405.07	489927	0	4
2026.03.27	4405.16	4555.24	4375.59	4494.64	350418	0	4
2026.03.29	4511.39	4513.11	4479.68	4484.58	18031	0	4
2026.03.30	4484.63	4580.77	4419.53	4511.01	405137	0	4
2026.03.31	4510.81	4696.54	4482.86	4680.85	430781	0	3
2026.04.01	4680.90	4793.02	4667.14	4776.57	369008	0	3
2026.04.02	4776.65	4800.38	4554.04	4674.93	412206	0	6
2026.04.05	4636.75	4654.13	4608.91	4645.67	15130	0	6
2026.04.06	4645.68	4706.74	4600.91	4658.47	289686	0	4
2026.04.07	4658.62	4819.74	4607.58	4818.41	397064	0	3
2026.04.08	4818.27	4857.59	4699.82	4717.77	404434	0	4
2026.04.09	4717.72	4801.29	4698.83	4764.26	334389	0	4
2026.04.10	4764.29	4795.22	4730.86	4748.48	292991	0	4
2026.04.12	4669.76	4684.28	4643.01	4659.11	15398	0	4
2026.04.13	4659.14	4759.67	4644.56	4758.12	305834	0	4
2026.04.14	4758.01	4850.59	4751.21	4835.11	334340	0	4
2026.04.15	4835.14	4871.25	4787.04	4807.67	357563	0	4
2026.04.16	4807.64	4838.39	4773.15	4795.34	315580	0	5
2026.04.17	4795.30	4889.74	4767.77	4832.31	311326	0	5
2026.04.19	4773.28	4794.89	4769.91	4779.43	13849	0	4
2026.04.20	4779.44	4833.23	4737.02	4827.76	340598	0	3
2026.04.21	4827.64	4831.98	4668.60	4719.57	366929	0	3
2026.04.22	4719.46	4772.43	4718.16	4726.03	246776	0	3
2026.04.23	4726.08	4753.71	4664.36	4693.38	391229	0	3
2026.04.24	4693.36	4740.37	4657.90	4707.65	346542	0	3
2026.04.26	4696.80	4696.80	4679.82	4684.65	9618	0	4
2026.04.27	4684.64	4730.05	4667.27	4688.03	294947	0	4
2026.04.28	4688.01	4701.35	4555.02	4594.20	348081	0	3
2026.04.29	4594.26	4610.38	4510.19	4552.15	365643	0	3
2026.04.30	4552.14	4646.94	4540.93	4630.47	371362	0	3
2026.05.01	4630.41	4660.26	4560.33	4613.22	271451	0	3
2026.05.03	4625.24	4629.48	4612.23	4618.97	6952	0	3
2026.05.04	4619.00	4620.95	4500.85	4517.59	339805	0	3
2026.05.05	4517.46	4586.59	4513.62	4573.08	264861	0	4
2026.05.06	4573.48	4723.06	4569.69	4695.04	331672	0	4
2026.05.07	4695.01	4764.80	4682.04	4686.03	370226	0	4
2026.05.08	4686.06	4749.49	4684.73	4714.65	306710	0	3
2026.05.10	4686.49	4695.89	4679.47	4691.95	8864	0	3
2026.05.11	4691.89	4755.26	4648.03	4750.98	307208	0	3
2026.05.12	4750.99	4773.55	4638.41	4717.04	333803	0	4
2026.05.13	4717.00	4726.84	4669.62	4700.11	310760	0	4
2026.05.14	4700.02	4718.79	4644.44	4662.41	313763	0	4
2026.05.15	4662.43	4665.43	4511.93	4539.14	410375	0	4
2026.05.17	4544.72	4554.55	4537.45	4546.12	8684	0	4
2026.05.18	4546.14	4584.24	4480.46	4573.99	401823	0	3
2026.05.19	4573.87	4589.34	4465.04	4484.58	346910	0	3
2026.05.20	4484.44	4553.04	4453.52	4539.97	369624	0	3
2026.05.21	4540.06	4570.98	4488.65	4543.49	370024	0	4
2026.05.22	4543.40	4545.13	4492.02	4507.28	310765	0	4
